A.1_Expected Annual Damage 0,A.1_Dike Investment Costs 0,A.1_Expected Number of Deaths 0,A.2_Expected Annual Damage 0,A.2_Dike Investment Costs 0,A.2_Expected Number of Deaths 0,A.3_Expected Annual Damage 0,A.3_Dike Investment Costs 0,A.3_Expected Number of Deaths 0,A.4_Expected Annual Damage 0,A.4_Dike Investment Costs 0,A.4_Expected Number of Deaths 0,A.5_Expected Annual Damage 0,A.5_Dike Investment Costs 0,A.5_Expected Number of Deaths 0,RfR Total Costs 0,Expected Evacuation Costs 0,A.1_Expected Annual Damage 1,A.1_Dike Investment Costs 1,A.1_Expected Number of Deaths 1,A.2_Expected Annual Damage 1,A.2_Dike Investment Costs 1,A.2_Expected Number of Deaths 1,A.3_Expected Annual Damage 1,A.3_Dike Investment Costs 1,A.3_Expected Number of Deaths 1,A.4_Expected Annual Damage 1,A.4_Dike Investment Costs 1,A.4_Expected Number of Deaths 1,A.5_Expected Annual Damage 1,A.5_Dike Investment Costs 1,A.5_Expected Number of Deaths 1,RfR Total Costs 1,Expected Evacuation Costs 1,A.1_Expected Annual Damage 2,A.1_Dike Investment Costs 2,A.1_Expected Number of Deaths 2,A.2_Expected Annual Damage 2,A.2_Dike Investment Costs 2,A.2_Expected Number of Deaths 2,A.3_Expected Annual Damage 2,A.3_Dike Investment Costs 2,A.3_Expected Number of Deaths 2,A.4_Expected Annual Damage 2,A.4_Dike Investment Costs 2,A.4_Expected Number of Deaths 2,A.5_Expected Annual Damage 2,A.5_Dike Investment Costs 2,A.5_Expected Number of Deaths 2,RfR Total Costs 2,Expected Evacuation Costs 2
641380293.4178243,0,0.6253409306973304,0.0,0,0.0,442729429.2823992,0,1.082974206829324,0.0,0,0.0,0.0,0,0.0,0.0,0.0,782304722.1131978,0,0.6253409306973304,0.0,0,0.0,540006181.512774,0,1.082974206829324,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1273620699.1160982,0,0.6253409306973304,0.0,0,0.0,879149813.3457465,0,1.082974206829324,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0.0,0,0.0,2245480.9810633585,0,0.0033037572477152,18546025.23054226,0,0.0500272231866118,1457612.982684377,0,0.0011701614887582,76453588.66202007,0,0.1016590776339338,0.0,0.0,0.0,0,0.0,4458963.093040892,0,0.0033037572477152,36827763.28233786,0,0.0500272231866118,2894454.4837111225,0,0.0011701614887582,151817687.63547507,0,0.1016590776339338,0.0,0.0,0.0,0,0.0,4458963.093040892,0,0.0033037572477152,36827763.28233786,0,0.0500272231866118,2894454.4837111225,0,0.0011701614887582,151817687.63547507,0,0.1016590776339338,0.0,0.0
643252636.9119306,0,0.6276123897416348,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,984844381.1479232,0,0.6276123897416348,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1277338704.5715537,0,0.6276123897416348,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
1271440752.5018818,0,0.6239717873761418,6368023.908682339,0,0.0042014761838378,851993756.3946035,0,1.0309625281114991,0.0,0,0.0,0.0,0,0.0,0.0,0.0,640282498.1322803,0,0.6239717873761418,3206861.388070209,0,0.0042014761838378,429053960.7638026,0,1.0309625281114991,0.0,0,0.0,0.0,0,0.0,0.0,0.0,780965718.6473784,0,0.6239717873761418,3911474.7253631297,0,0.0042014761838378,523325931.5752552,0,1.0309625281114991,0.0,0,0.0,0.0,0,0.0,0.0,0.0
523682.26573428494,0,0.0005657425662791,2240754.414503126,0,0.003290631472403,4253653.668739733,0,0.0116556235884908,1745590.1369135138,0,0.0014507148091486,123059729.4684014,0,0.1625331892192075,0.0,0.0,801777.5712372807,0,0.0005657425662791,3430680.6813105154,0,0.003290631472403,6512506.400469102,0,0.0116556235884908,2672565.240275695,0,0.0014507148091486,188409150.86545017,0,0.1625331892192075,0.0,0.0,638746.0194446386,0,0.0005657425662791,2733094.1994188074,0,0.003290631472403,5188268.77819496,0,0.0116556235884908,2129132.156064019,0,0.0014507148091486,150098480.5006914,0,0.1625331892192075,0.0,0.0
12396839.86108622,0,0.0087081734028167,19955155.055979,0,0.0185011264337625,2001496.72354946,0,0.003528939862246,9451475.86795416,0,0.0042969621649917,0.0,0,0.0,0.0,0.0,8097015.206325179,0,0.0087081734028167,13033740.51317956,0,0.0185011264337625,1307280.6931112527,0,0.003528939862246,6173246.140354256,0,0.0042969621649917,0.0,0,0.0,0.0,0.0,9876095.81388258,0,0.0087081734028167,15897521.103935895,0,0.0185011264337625,1594517.121657367,0,0.003528939862246,7529635.157062958,0,0.0042969621649917,0.0,0,0.0,0.0,0.0
783872084.3170637,0,0.6269153858659853,5886471.935676616,0,0.0061727302119059,3109629.524152608,0,0.0064335372252385,296483.43602397206,0,0.0001544127683835,0.0,0,0.0,0.0,0.0,642665310.8819809,0,0.6269153858659853,4826082.4594048085,0,0.0061727302119059,2549460.638859771,0,0.0064335372252385,243074.88861490524,0,0.0001544127683835,0.0,0,0.0,0.0,0.0,983945162.5403248,0,0.6269153858659853,7388916.765143572,0,0.0061727302119059,3903321.71383326,0,0.0064335372252385,372156.9481623786,0,0.0001544127683835,0.0,0,0.0,0.0,0.0
73098767.4828591,0,0.0622682866570787,19262521.72902885,0,0.0218463518038935,141980550.52969518,0,0.3026459386622853,0.0,0,0.0,303951835.038457,0,0.3095555465168165,0.0,0.0,91756270.04893649,0,0.0622682866570787,24179027.99806753,0,0.0218463518038935,178219225.64090043,0,0.3026459386622853,0.0,0,0.0,381531558.1647562,0,0.3095555465168165,0.0,0.0,91756270.04893649,0,0.0622682866570787,24179027.99806753,0,0.0218463518038935,178219225.64090043,0,0.3026459386622853,0.0,0,0.0,381531558.1647562,0,0.3095555465168165,0.0,0.0
641788928.7652516,0,0.6258179278075002,17697290.25393269,0,0.0236683945203014,109060118.92599273,0,0.2745851782816041,0.0,0,0.0,0.0,0,0.0,0.0,0.0,982603388.0121348,0,0.6258179278075002,27095228.01461251,0,0.0236683945203014,166975211.8657752,0,0.2745851782816041,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1274432146.6180167,0,0.6258179278075002,35142388.091725975,0,0.0236683945203014,216566093.99709296,0,0.2745851782816041,0.0,0,0.0,0.0,0,0.0,0.0,0.0
24446279.3583634,0,0.0212468383765181,2679374.7769380524,0,0.0031683247908536,22494098.19302736,0,0.0495241862562188,1210695.4789703614,0,0.0007743232593441,90946941.32270312,0,0.0989033359461471,0.0,0.0,20042524.84311664,0,0.0212468383765181,2196712.0126371714,0,0.0031683247908536,18442009.732782423,0,0.0495241862562188,992600.7086395726,0,0.0007743232593441,74563752.79627742,0,0.0989033359461471,0.0,0.0,20042524.84311664,0,0.0212468383765181,2196712.0126371714,0,0.0031683247908536,18442009.732782423,0,0.0495241862562188,992600.7086395726,0,0.0007743232593441,74563752.79627742,0,0.0989033359461471,0.0,0.0
968126689.678149,0,0.6142413230736811,0.0,0,0.0,0.0,0,0.0,1032844.9964285424,0,0.000278933354153,0.0,0,0.0,0.0,0.0,771270102.2501225,0,0.6142413230736811,0.0,0,0.0,0.0,0,0.0,822828.7418341886,0,0.000278933354153,0.0,0,0.0,0.0,0.0,771270102.2501225,0,0.6142413230736811,0.0,0,0.0,0.0,0,0.0,822828.7418341886,0,0.000278933354153,0.0,0,0.0,0.0,0.0
0.0,0,0.0,5983882.118933951,0,0.0087329785503323,25158351.45980298,0,0.0678655843717435,11533450.773367751,0,0.0081125601284263,0.0,0,0.0,0.0,0.0,0.0,0,0.0,11882491.87877711,0,0.0087329785503323,49958187.83906575,0,0.0678655843717435,22902545.94340724,0,0.0081125601284263,0.0,0,0.0,0.0,0.0,0.0,0,0.0,11882491.87877711,0,0.0087329785503323,49958187.83906575,0,0.0678655843717435,22902545.94340724,0,0.0081125601284263,0.0,0,0.0,0.0,0.0
988966713.6968932,0,0.6309338491898251,0.0,0,0.0,0.0,0,0.0,4022899.9827274,0,0.0017508275308705,0.0,0,0.0,0.0,0.0,787872565.158335,0,0.6309338491898251,0.0,0,0.0,0.0,0,0.0,3204893.031150372,0,0.0017508275308705,0.0,0,0.0,0.0,0.0,988966713.6968932,0,0.6309338491898251,0.0,0,0.0,0.0,0,0.0,4022899.9827274,0,0.0017508275308705,0.0,0,0.0,0.0,0.0
783692743.2496098,0,0.6267352419936159,0.0,0,0.0,81542240.54049847,0,0.1719264310105797,0.0,0,0.0,0.0,0,0.0,0.0,0.0,783692743.2496098,0,0.6267352419936159,0.0,0,0.0,81542240.54049847,0,0.1719264310105797,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1275880448.2907798,0,0.6267352419936159,0.0,0,0.0,132753749.87402315,0,0.1719264310105797,0.0,0,0.0,0.0,0,0.0,0.0,0.0
970672108.2225664,0,0.6162758156542476,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,970672108.2225664,0,0.6162758156542476,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,773297941.4182328,0,0.6162758156542476,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
25450245.753508907,0,0.0222787598029125,271679426.5441762,0,0.2829183296971957,0.0,0,0.0,0.0,0,0.0,206051223.20908943,0,0.1961679873822183,0.0,0.0,25450245.753508907,0,0.0222787598029125,271679426.5441762,0,0.2829183296971957,0.0,0,0.0,0.0,0,0.0,206051223.20908943,0,0.1961679873822183,0.0,0.0,41433930.88782902,0,0.0222787598029125,442304042.6446339,0,0.2829183296971957,0.0,0,0.0,0.0,0,0.0,335458927.3709056,0,0.1961679873822183,0.0,0.0
214700519.87392324,0,0.1431850401777528,0.0,0,0.0,700788037.338008,0,1.1393855217698428,0.0,0,0.0,0.0,0,0.0,0.0,0.0,278465602.4609077,0,0.1431850401777528,0.0,0,0.0,908918912.3962952,0,1.1393855217698428,0.0,0,0.0,0.0,0,0.0,0.0,0.0,214700519.87392324,0,0.1431850401777528,0.0,0,0.0,700788037.338008,0,1.1393855217698428,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0.0,0,0.0,46721887.30417504,0,0.0639538511957718,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,46721887.30417504,0,0.0639538511957718,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,56987645.92426599,0,0.0639538511957718,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
51522836.62033781,0,0.0442498109092595,15636043.457892606,0,0.0179058024017822,560148984.561646,0,1.145510798750063,0.0,0,0.0,0.0,0,0.0,0.0,0.0,64673365.54930984,0,0.0442498109092595,19626938.666999057,0,0.0179058024017822,703119673.0796869,0,1.145510798750063,0.0,0,0.0,0.0,0,0.0,0.0,0.0,51522836.62033781,0,0.0442498109092595,15636043.457892606,0,0.0179058024017822,560148984.561646,0,1.145510798750063,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0.0,0,0.0,19374152.209292084,0,0.0140504137743962,98788160.08901338,0,0.132070984834102,0.0,0,0.0,552129526.9947106,0,0.3513956806009156,0.0,0.0,0.0,0,0.0,14937717.673892882,0,0.0140504137743962,76166927.40884243,0,0.132070984834102,0.0,0,0.0,425698885.01812094,0,0.3513956806009156,0.0,0.0,0.0,0,0.0,11900317.55198997,0,0.0140504137743962,60679324.84148874,0,0.132070984834102,0.0,0,0.0,339138282.2891096,0,0.3513956806009156,0.0,0.0
980623405.9678963,0,0.6242330474272034,0.0,0,0.0,0.0,0,0.0,276205.66709855816,0,0.0001387374621109,58011562.69771063,0,0.0499867979368957,0.0,0.0,640495700.4183426,0,0.6242330474272034,0.0,0,0.0,0.0,0,0.0,180404.16038529488,0,0.0001387374621109,37890342.26218455,0,0.0499867979368957,0.0,0.0,980623405.9678963,0,0.6242330474272034,0.0,0,0.0,0.0,0,0.0,276205.66709855816,0,0.0001387374621109,58011562.69771063,0,0.0499867979368957,0.0,0.0
483931668.006327,0,0.393162906581335,6387536.729691329,0,0.0069317808576491,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,787858454.5236247,0,0.393162906581335,10399143.40964705,0,0.0069317808576491,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,483931668.006327,0,0.393162906581335,6387536.729691329,0,0.0069317808576491,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
981793454.5663404,0,0.6251695444104121,0.0,0,0.0,65887336.67859879,0,0.1058844350911581,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1273381666.6048856,0,0.6251695444104121,0.0,0,0.0,85455577.44119406,0,0.1058844350911581,0.0,0,0.0,0.0,0,0.0,0.0,0.0,641259919.477385,0,0.6251695444104121,0.0,0,0.0,43034416.26809368,0,0.1058844350911581,0.0,0,0.0,0.0,0,0.0,0.0,0.0
20021738.952580668,0,0.0212207794555146,5855558.421669589,0,0.0083766209287765,41191429.93999874,0,0.1092055029690337,1485737.9171142934,0,0.0011081458774876,129442316.54116984,0,0.1689022048671201,0.0,0.0,39758161.303053744,0,0.0212207794555146,11627673.140658302,0,0.0083766209287765,81795867.96814267,0,0.1092055029690337,2950303.562672284,0,0.0011081458774876,257040035.9665781,0,0.1689022048671201,0.0,0.0,39758161.303053744,0,0.0212207794555146,11627673.140658302,0,0.0083766209287765,81795867.96814267,0,0.1092055029690337,2950303.562672284,0,0.0011081458774876,257040035.9665781,0,0.1689022048671201,0.0,0.0
31707475.815882534,0,0.0220833737931175,19965299.36103645,0,0.0185195263333142,100364863.2373975,0,0.1724022579973075,0.0,0,0.0,0.0,0,0.0,0.0,0.0,25260152.80369868,0,0.0220833737931175,15905602.690036489,0,0.0185195263333142,79956909.72754957,0,0.1724022579973075,0.0,0,0.0,0.0,0,0.0,0.0,0.0,25260152.80369868,0,0.0220833737931175,15905602.690036489,0,0.0185195263333142,79956909.72754957,0,0.1724022579973075,0.0,0,0.0,0.0,0,0.0,0.0,0.0
24640075.823452845,0,0.0214460310244516,1871933.2587375084,0,0.0022485541328287,12189143.817451384,0,0.0271477191817763,14088995.295674196,0,0.0081743069558782,136894568.5412683,0,0.1467168919964095,0.0,0.0,24640075.823452845,0,0.0214460310244516,1871933.2587375084,0,0.0022485541328287,12189143.817451384,0,0.0271477191817763,14088995.295674196,0,0.0081743069558782,136894568.5412683,0,0.1467168919964095,0.0,0.0,24640075.823452845,0,0.0214460310244516,1871933.2587375084,0,0.0022485541328287,12189143.817451384,0,0.0271477191817763,14088995.295674196,0,0.0081743069558782,136894568.5412683,0,0.1467168919964095,0.0,0.0
635563027.5289849,0,0.6181933979974974,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1262069065.3594596,0,0.6181933979974974,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,775209283.3831173,0,0.6181933979974974,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
600238754.0968405,0,0.3008044008906853,252671.5165451632,0,0.0001708909631851,1952241.3549200385,0,0.0025483355503543,240844.7208381389,0,8.24750340781158e-05,0.0,0,0.0,0.0,0.0,302273124.5578537,0,0.3008044008906853,127242.38192150395,0,0.0001708909631851,983125.6149574296,0,0.0025483355503543,121286.54773474154,0,8.24750340781158e-05,0.0,0,0.0,0.0,0.0,600238754.0968405,0,0.3008044008906853,252671.5165451632,0,0.0001708909631851,1952241.3549200385,0,0.0025483355503543,240844.7208381389,0,8.24750340781158e-05,0.0,0,0.0,0.0,0.0
468067835.4516891,0,0.3050428512074585,1015491.1067077554,0,0.0009233270447357,0.0,0,0.0,15280359.354115035,0,0.0066925339129224,11336829.205734286,0,0.0097659291909706,0.0,0.0,372892030.72051805,0,0.3050428512074585,809003.5509350116,0,0.0009233270447357,0.0,0,0.0,12173287.284730168,0,0.0066925339129224,9031625.21385057,0,0.0097659291909706,0.0,0.0,607081863.9291908,0,0.3050428512074585,1317087.368904011,0,0.0009233270447357,0.0,0,0.0,19818556.91761468,0,0.0066925339129224,14703816.165070402,0,0.0097659291909706,0.0,0.0
777319294.933861,0,0.620310963897634,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1265504241.3342922,0,0.620310963897634,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1265504241.3342922,0,0.620310963897634,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
387315876.7447883,0,0.3815802159415524,2028210.4808422364,0,0.0027270336918687,0.0,0,0.0,0.0,0,0.0,5164324.863086419,0,0.006798023253468,0.0,0.0,472417132.91847855,0,0.3815802159415524,2473849.9964618124,0,0.0027270336918687,0.0,0,0.0,0.0,0,0.0,6299033.14520331,0,0.006798023253468,0.0,0.0,387315876.7447883,0,0.3815802159415524,2028210.4808422364,0,0.0027270336918687,0.0,0,0.0,0.0,0,0.0,5164324.863086419,0,0.006798023253468,0.0,0.0
612299515.3482916,0,0.3970561344412729,326382710.65278333,0,0.2646408102994776,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,487795982.5354831,0,0.3970561344412729,260016823.52289152,0,0.2646408102994776,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,487795982.5354831,0,0.3970561344412729,260016823.52289152,0,0.2646408102994776,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
644260621.0133274,0,0.6288698991922644,0.0,0,0.0,0.0,0,0.0,1393848.2685743717,0,0.0008553707789439,0.0,0,0.0,0.0,0.0,785817916.8625832,0,0.6288698991922644,0.0,0,0.0,0.0,0,0.0,1700105.372125442,0,0.0008553707789439,0.0,0,0.0,0.0,0.0,1279340308.65745,0,0.6288698991922644,0.0,0,0.0,0.0,0,0.0,2767833.7243938134,0,0.0008553707789439,0.0,0,0.0,0.0,0.0
982561070.2191786,0,0.6258077451952581,8738979.043798523,0,0.0079665085332692,403674153.0460278,0,0.6547765723756295,5349628.618186339,0,0.0022757868527982,0.0,0,0.0,0.0,0.0,982561070.2191786,0,0.6258077451952581,8738979.043798523,0,0.0079665085332692,403674153.0460278,0,0.6547765723756295,5349628.618186339,0,0.0022757868527982,0.0,0,0.0,0.0,0.0,641761288.8330668,0,0.6258077451952581,5707877.733220448,0,0.0079665085332692,263660399.92773852,0,0.6547765723756295,3494118.239408454,0,0.0022757868527982,0.0,0,0.0,0.0,0.0
1278107391.5470977,0,0.6281092220861888,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,643639738.5649292,0,0.6281092220861888,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,643639738.5649292,0,0.6281092220861888,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
975336860.3829927,0,0.6200047151891183,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,975336860.3829927,0,0.6200047151891183,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,777014173.925922,0,0.6200047151891183,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
40841622.50362903,0,0.0219048118354975,31502718.348916825,0,0.0222285525133582,21711634.074407674,0,0.0294630123251238,0.0,0,0.0,0.0,0,0.0,0.0,0.0,40841622.50362903,0,0.0219048118354975,31502718.348916825,0,0.0222285525133582,21711634.074407674,0,0.0294630123251238,0.0,0,0.0,0.0,0,0.0,0.0,0.0,40841622.50362903,0,0.0219048118354975,31502718.348916825,0,0.0222285525133582,21711634.074407674,0,0.0294630123251238,0.0,0,0.0,0.0,0,0.0,0.0,0.0
640268740.9550304,0,0.6239549296323654,0.0,0,0.0,3889797.1571860495,0,0.0100388787419937,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1271413434.1918454,0,0.6239549296323654,0.0,0,0.0,7724163.379506525,0,0.0100388787419937,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1271413434.1918454,0,0.6239549296323654,0.0,0,0.0,7724163.379506525,0,0.0100388787419937,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0.0,0,0.0,102679708.19844136,0,0.1342263481666953,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,125240549.81607825,0,0.1342263481666953,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,125240549.81607825,0,0.1342263481666953,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0.0,0,0.0,63455148.344081655,0,0.0440713545864607,0.0,0,0.0,34456176.31188735,0,0.011603363595371,26533706.633476548,0,0.0175491669660979,0.0,0.0,0.0,0,0.0,63455148.344081655,0,0.0440713545864607,0.0,0,0.0,34456176.31188735,0,0.011603363595371,26533706.633476548,0,0.0175491669660979,0.0,0.0,0.0,0,0.0,31955260.84967367,0,0.0440713545864607,0.0,0,0.0,17351722.132273618,0,0.011603363595371,13362060.27261681,0,0.0175491669660979,0.0,0.0
0.0,0,0.0,270723829.78062934,0,0.2815696382504215,0.0,0,0.0,0.0,0,0.0,6257148.719522108,0,0.0063389176693472,0.0,0.0,0.0,0,0.0,270723829.78062934,0,0.2815696382504215,0.0,0,0.0,0.0,0,0.0,6257148.719522108,0,0.0063389176693472,0.0,0.0,0.0,0,0.0,270723829.78062934,0,0.2815696382504215,0.0,0,0.0,0.0,0,0.0,6257148.719522108,0,0.0063389176693472,0.0,0.0
0.0,0,0.0,439972093.87024975,0,0.2808127856751542,12576855.139855202,0,0.0157314467314296,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,339224078.1236966,0,0.2808127856751542,9696915.213379042,0,0.0157314467314296,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,270247057.7555778,0,0.2808127856751542,7725167.447475263,0,0.0157314467314296,0.0,0,0.0,0.0,0,0.0,0.0,0.0
213976758.96279857,0,0.1425974180931881,337621363.82730573,0,0.2782625773184857,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,277526887.83519393,0,0.1425974180931881,437893380.6823205,0,0.2782625773184857,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,213976758.96279857,0,0.1425974180931881,337621363.82730573,0,0.2782625773184857,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
635150530.4495467,0,0.6176886274313956,90360300.78088523,0,0.1110097007244897,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,774706152.2198837,0,0.6176886274313956,110214315.46604314,0,0.1110097007244897,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,972439746.3791524,0,0.6176886274313956,138345075.3192561,0,0.1110097007244897,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0.0,0,0.0,5963975.665039842,0,0.0086776979068148,25099184.19783798,0,0.0675794412634602,15844087.30133698,0,0.011006366165216,5683977.617915898,0,0.0075227246911257,0.0,0.0,0.0,0,0.0,7274383.658509838,0,0.0086776979068148,30613990.670845784,0,0.0675794412634602,19325358.824729383,0,0.011006366165216,6932864.28740431,0,0.0075227246911257,0.0,0.0,0.0,0,0.0,5963975.665039842,0,0.0086776979068148,25099184.19783798,0,0.0675794412634602,15844087.30133698,0,0.011006366165216,5683977.617915898,0,0.0075227246911257,0.0,0.0
25024944.13759645,0,0.0218416158384707,36557617.362450965,0,0.0413526356587642,336354598.466011,0,0.7005555129089153,38582615.98465002,0,0.0179013003690877,0.0,0,0.0,0.0,0.0,20516948.90755601,0,0.0218416158384707,29972125.55134311,0,0.0413526356587642,275763656.99777627,0,0.7005555129089153,31632340.776643503,0,0.0179013003690877,0.0,0,0.0,0.0,0.0,31412233.21976371,0,0.0218416158384707,45888470.169367895,0,0.0413526356587642,422204702.3745765,0,0.7005555129089153,48430323.15575088,0,0.0179013003690877,0.0,0,0.0,0.0,0.0
984117785.6744384,0,0.6270535238280142,7511242.619712449,0,0.0063203584466417,654830924.3469299,0,1.025856116177485,0.0,0,0.0,0.0,0,0.0,0.0,0.0,642778059.9500937,0,0.6270535238280142,4905979.78127633,0,0.0063203584466417,427703835.1243557,0,1.025856116177485,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1276396313.5312889,0,0.6270535238280142,9742047.67904856,0,0.0063203584466417,849312744.866102,0,1.025856116177485,0.0,0,0.0,0.0,0,0.0,0.0,0.0
15882859.751567148,0,0.0085845662285767,51036161.5805844,0,0.0356861086112447,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,9755837.191509085,0,0.0085845662285767,31348289.353912164,0,0.0356861086112447,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,7998419.980802846,0,0.0085845662285767,25701206.263522625,0,0.0356861086112447,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
48813647.89981151,0,0.0335515563507616,0.0,0,0.0,138296163.59213513,0,0.236245276591297,529478.3436111434,0,0.0002387170759206,3366534.1399833304,0,0.0029077427250777,0.0,0.0,48813647.89981151,0,0.0335515563507616,0.0,0,0.0,138296163.59213513,0,0.236245276591297,529478.3436111434,0,0.0002387170759206,3366534.1399833304,0,0.0029077427250777,0.0,0.0,38887996.38341262,0,0.0335515563507616,0.0,0,0.0,110175349.33363505,0,0.236245276591297,421815.47164240864,0,0.0002387170759206,2681991.063831401,0,0.0029077427250777,0.0,0.0
20773798.95251012,0,0.022163624415377,46590616.34805073,0,0.0636147942451121,0.0,0,0.0,10822454.697104547,0,0.0073407849605003,20520205.338320315,0,0.0270499762062826,0.0,0.0,25338229.414841,0,0.022163624415377,56827532.04189969,0,0.0636147942451121,0.0,0,0.0,13200370.359501531,0,0.0073407849605003,25028916.0731085,0,0.0270499762062826,0.0,0.0,31805480.45895892,0,0.022163624415377,71332014.96829386,0,0.0636147942451121,0.0,0,0.0,16569591.9255604,0,0.0073407849605003,31417218.93976981,0,0.0270499762062826,0.0,0.0
0.0,0,0.0,7340578.425778959,0,0.0088284080586881,483337761.6062423,0,1.0022570122312204,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,9214164.88327399,0,0.0088284080586881,606703391.9441979,0,1.0022570122312204,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,11950730.146819117,0,0.0088284080586881,786891553.1831315,0,1.0022570122312204,0.0,0,0.0,0.0,0,0.0,0.0,0.0
646148790.7722105,0,0.6311833821494133,40059020.86010904,0,0.0509009139186545,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,788120956.3131007,0,0.6311833821494133,48860810.82269728,0,0.0509009139186545,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,989278503.439173,0,0.6311833821494133,61331892.54810204,0,0.0509009139186545,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0.0,0,0.0,9140072.769865455,0,0.0086940186218004,422553518.087459,0,0.7020354510161133,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,5969852.723259643,0,0.0086940186218004,275991486.5223215,0,0.7020354510161133,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,5969852.723259643,0,0.0086940186218004,275991486.5223215,0,0.7020354510161133,0.0,0,0.0,0.0,0,0.0,0.0,0.0
